,Frame,Previous Position,Previous Velocity,Action,Position,Velocity,Reward,Terminal,Truncated
25,25.0,-0.5378389358520508,-0.010004119016230106,2.0,-0.5467362999916077,-0.008897350169718266,-1.0,0.0,0.0
26,26.0,-0.5467362999916077,-0.008897350169718266,2.0,-0.5544602870941162,-0.0077239577658474445,-1.0,0.0,0.0
27,27.0,-0.5544602870941162,-0.0077239577658474445,0.0,-0.5629531145095825,-0.008492827415466309,-1.0,0.0,0.0
28,28.0,-0.5629531145095825,-0.008492827415466309,0.0,-0.5721514225006104,-0.009198354557156563,-1.0,0.0,0.0
29,29.0,-0.5721514225006104,-0.009198354557156563,0.0,-0.5819869637489319,-0.009835496544837952,-1.0,0.0,0.0
30,30.0,-0.5819869637489319,-0.009835496544837952,2.0,-0.5903867483139038,-0.008399820886552334,-1.0,0.0,0.0
31,31.0,-0.5903867483139038,-0.008399820886552334,1.0,-0.5982890129089355,-0.007902255281805992,-1.0,0.0,0.0
32,32.0,-0.5982890129089355,-0.007902255281805992,0.0,-0.6066357493400574,-0.008346754126250744,-1.0,0.0,0.0
33,33.0,-0.6066357493400574,-0.008346754126250744,2.0,-0.6133661866188049,-0.006730398163199425,-1.0,0.0,0.0
34,34.0,-0.6133661866188049,-0.006730398163199425,2.0,-0.6184314489364624,-0.005065251141786575,-1.0,0.0,0.0
35,35.0,-0.6184314489364624,-0.005065251141786575,0.0,-0.6237949728965759,-0.005363562144339085,-1.0,0.0,0.0
36,36.0,-0.6237949728965759,-0.005363562144339085,0.0,-0.6294183731079102,-0.005623355973511934,-1.0,0.0,0.0
37,37.0,-0.6294183731079102,-0.005623355973511934,1.0,-0.6342613101005554,-0.004842972848564386,-1.0,0.0,0.0
38,38.0,-0.6342613101005554,-0.004842972848564386,1.0,-0.6382895112037659,-0.004028165712952614,-1.0,0.0,0.0
39,39.0,-0.6382895112037659,-0.004028165712952614,1.0,-0.6414743661880493,-0.0031848575454205275,-1.0,0.0,0.0
40,40.0,-0.6414743661880493,-0.0031848575454205275,2.0,-0.6427934169769287,-0.001319101545959711,-1.0,0.0,0.0
41,41.0,-0.6427934169769287,-0.001319101545959711,2.0,-0.6422374844551086,0.0005559286219067872,-1.0,0.0,0.0
42,42.0,-0.6422374844551086,0.0005559286219067872,2.0,-0.6398104429244995,0.0024270517751574516,-1.0,0.0,0.0
43,43.0,-0.6398104429244995,0.0024270517751574516,1.0,-0.6365293860435486,0.0032810901757329702,-1.0,0.0,0.0
44,44.0,-0.6365293860435486,0.0032810901757329702,2.0,-0.6314173936843872,0.005111959762871265,-1.0,0.0,0.0
45,45.0,-0.6314173936843872,0.005111959762871265,0.0,-0.6265108585357666,0.00490657240152359,-1.0,0.0,0.0
46,46.0,-0.6265108585357666,0.00490657240152359,1.0,-0.6208446025848389,0.005666209384799004,-1.0,0.0,0.0
47,47.0,-0.6208446025848389,0.005666209384799004,1.0,-0.6144593954086304,0.00638525141403079,-1.0,0.0,0.0
48,48.0,-0.6144593954086304,0.00638525141403079,2.0,-0.6064010858535767,0.008058298379182816,-1.0,0.0,0.0
49,49.0,-0.6064010858535767,0.008058298379182816,2.0,-0.5967281460762024,0.009672949090600014,-1.0,0.0,0.0
50,50.0,-0.5967281460762024,0.009672949090600014,0.0,-0.5875111222267151,0.009217029437422752,-1.0,0.0,0.0
51,51.0,-0.5875111222267151,0.009217029437422752,0.0,-0.5788176655769348,0.008693440817296505,-1.0,0.0,0.0
52,52.0,-0.5788176655769348,0.008693440817296505,0.0,-0.5707119703292847,0.008105690591037273,-1.0,0.0,0.0
53,53.0,-0.5707119703292847,0.008105690591037273,2.0,-0.56125408411026,0.009457864798605442,-1.0,0.0,0.0
54,54.0,-0.56125408411026,0.009457864798605442,2.0,-0.5505144000053406,0.01073967944830656,-1.0,0.0,0.0
55,55.0,-0.5505144000053406,0.01073967944830656,2.0,-0.5385730862617493,0.011941326782107353,-1.0,0.0,0.0
56,56.0,-0.5385730862617493,0.011941326782107353,1.0,-0.5265194773674011,0.012053596787154675,-1.0,0.0,0.0
57,57.0,-0.5265194773674011,0.012053596787154675,1.0,-0.5144439935684204,0.012075502425432205,-1.0,0.0,0.0
58,58.0,-0.5144439935684204,0.012075502425432205,2.0,-0.5014371275901794,0.013006850145757198,-1.0,0.0,0.0
59,59.0,-0.5014371275901794,0.013006850145757198,1.0,-0.4885963797569275,0.012840759940445423,-1.0,0.0,0.0
60,60.0,-0.4885963797569275,0.012840759940445423,0.0,-0.47701767086982727,0.011578724719583988,-1.0,0.0,0.0
61,61.0,-0.47701767086982727,0.011578724719583988,0.0,-0.4667871594429016,0.010230502113699913,-1.0,0.0,0.0
62,62.0,-0.4667871594429016,0.010230502113699913,2.0,-0.45598068833351135,0.010806474834680557,-1.0,0.0,0.0
63,63.0,-0.45598068833351135,0.010806474834680557,2.0,-0.4446778893470764,0.011302810162305832,-1.0,0.0,0.0
64,64.0,-0.4446778893470764,0.011302810162305832,2.0,-0.43296146392822266,0.011716417968273163,-1.0,0.0,0.0
65,65.0,-0.43296146392822266,0.011716417968273163,0.0,-0.4229164719581604,0.010044983588159084,-1.0,0.0,0.0
66,66.0,-0.4229164719581604,0.010044983588159084,0.0,-0.4146151840686798,0.008301296271383762,-1.0,0.0,0.0
67,67.0,-0.4146151840686798,0.008301296271383762,0.0,-0.40811678767204285,0.00649840384721756,-1.0,0.0,0.0
68,68.0,-0.40811678767204285,0.00649840384721756,2.0,-0.4014672636985779,0.0066495114006102085,-1.0,0.0,0.0
69,69.0,-0.4014672636985779,0.0066495114006102085,1.0,-0.3957133889198303,0.0057538822293281555,-1.0,0.0,0.0
70,70.0,-0.3957133889198303,0.0057538822293281555,0.0,-0.3918952941894531,0.003818098921328783,-1.0,0.0,0.0
71,71.0,-0.3918952941894531,0.003818098921328783,0.0,-0.39003947377204895,0.0018558235606178641,-1.0,0.0,0.0
72,72.0,-0.39003947377204895,0.0018558235606178641,0.0,-0.3901587426662445,-0.00011928316234843805,-1.0,0.0,0.0
73,73.0,-0.3901587426662445,-0.00011928316234843805,0.0,-0.3922522962093353,-0.0020935661159455776,-1.0,0.0,0.0
74,74.0,-0.3922522962093353,-0.0020935661159455776,1.0,-0.39530569314956665,-0.003053369466215372,-1.0,0.0,0.0
75,75.0,-0.39530569314956665,-0.003053369466215372,2.0,-0.39829766750335693,-0.0029919876251369715,-1.0,0.0,0.0
76,76.0,-0.39829766750335693,-0.0029919876251369715,2.0,-0.40120744705200195,-0.0029097700025886297,-1.0,0.0,0.0
77,77.0,-0.40120744705200195,-0.0029097700025886297,1.0,-0.40501466393470764,-0.0038072180468589067,-1.0,0.0,0.0
78,78.0,-0.40501466393470764,-0.0038072180468589067,2.0,-0.4086926281452179,-0.0036779572255909443,-1.0,0.0,0.0
79,79.0,-0.4086926281452179,-0.0036779572255909443,0.0,-0.4142153859138489,-0.0055227866396307945,-1.0,0.0,0.0
80,80.0,-0.4142153859138489,-0.0055227866396307945,0.0,-0.4215439260005951,-0.007328517735004425,-1.0,0.0,0.0
81,81.0,-0.4215439260005951,-0.007328517735004425,1.0,-0.4296259582042694,-0.008082027547061443,-1.0,0.0,0.0
82,82.0,-0.4296259582042694,-0.008082027547061443,1.0,-0.438403457403183,-0.008777524344623089,-1.0,0.0,0.0
83,83.0,-0.438403457403183,-0.008777524344623089,2.0,-0.44681301712989807,-0.008409555070102215,-1.0,0.0,0.0
84,84.0,-0.44681301712989807,-0.008409555070102215,1.0,-0.4557933807373047,-0.00898036826401949,-1.0,0.0,0.0
85,85.0,-0.4557933807373047,-0.00898036826401949,0.0,-0.4662787914276123,-0.010485408827662468,-1.0,0.0,0.0
86,86.0,-0.4662787914276123,-0.010485408827662468,0.0,-0.478192001581192,-0.011913193389773369,-1.0,0.0,0.0
87,87.0,-0.478192001581192,-0.011913193389773369,2.0,-0.48944470286369324,-0.011252691969275475,-1.0,0.0,0.0
88,88.0,-0.48944470286369324,-0.011252691969275475,0.0,-0.5019530653953552,-0.012508399784564972,-1.0,0.0,0.0
89,89.0,-0.5019530653953552,-0.012508399784564972,0.0,-0.5156236886978149,-0.01367062795907259,-1.0,0.0,0.0
90,90.0,-0.5156236886978149,-0.01367062795907259,0.0,-0.5303541421890259,-0.01473043579608202,-1.0,0.0,0.0
91,91.0,-0.5303541421890259,-0.01473043579608202,1.0,-0.5450339317321777,-0.014679773710668087,-1.0,0.0,0.0
92,92.0,-0.5450339317321777,-0.014679773710668087,2.0,-0.5585530400276184,-0.013519121333956718,-1.0,0.0,0.0
93,93.0,-0.5585530400276184,-0.013519121333956718,1.0,-0.5718104839324951,-0.013257443904876709,-1.0,0.0,0.0
94,94.0,-0.5718104839324951,-0.013257443904876709,2.0,-0.5837076306343079,-0.011897115968167782,-1.0,0.0,0.0
95,95.0,-0.5837076306343079,-0.011897115968167782,2.0,-0.5941563248634338,-0.010448738932609558,-1.0,0.0,0.0
96,96.0,-0.5941563248634338,-0.010448738932609558,2.0,-0.6030798554420471,-0.008923499844968319,-1.0,0.0,0.0
97,97.0,-0.6030798554420471,-0.008923499844968319,0.0,-0.6124128699302673,-0.009333024732768536,-1.0,0.0,0.0
98,98.0,-0.6124128699302673,-0.009333024732768536,1.0,-0.6210876703262329,-0.008674771524965763,-1.0,0.0,0.0
99,99.0,-0.6210876703262329,-0.008674771524965763,1.0,-0.6290416121482849,-0.007953984662890434,-1.0,0.0,0.0
100,100.0,-0.6290416121482849,-0.007953984662890434,0.0,-0.6372179388999939,-0.008176285773515701,-1.0,0.0,0.0
101,101.0,-0.6372179388999939,-0.008176285773515701,2.0,-0.6435584425926208,-0.006340547930449247,-1.0,0.0,0.0
102,102.0,-0.6435584425926208,-0.006340547930449247,0.0,-0.6500186324119568,-0.006460145115852356,-1.0,0.0,0.0
103,103.0,-0.6500186324119568,-0.006460145115852356,0.0,-0.6565531492233276,-0.00653456337749958,-1.0,0.0,0.0
104,104.0,-0.6565531492233276,-0.00653456337749958,0.0,-0.6631168127059937,-0.0065636360086500645,-1.0,0.0,0.0
105,105.0,-0.6631168127059937,-0.0065636360086500645,0.0,-0.6696643233299255,-0.006547536700963974,-1.0,0.0,0.0
106,106.0,-0.6696643233299255,-0.006547536700963974,1.0,-0.6751511096954346,-0.0054867686703801155,-1.0,0.0,0.0
107,107.0,-0.6751511096954346,-0.0054867686703801155,1.0,-0.6795399785041809,-0.004388883244246244,-1.0,0.0,0.0
108,108.0,-0.6795399785041809,-0.004388883244246244,0.0,-0.683801531791687,-0.004261521156877279,-1.0,0.0,0.0
109,109.0,-0.683801531791687,-0.004261521156877279,1.0,-0.6869072318077087,-0.003105724463239312,-1.0,0.0,0.0
110,110.0,-0.6869072318077087,-0.003105724463239312,2.0,-0.6878365874290466,-0.0009293243638239801,-1.0,0.0,0.0
111,111.0,-0.6878365874290466,-0.0009293243638239801,1.0,-0.687583327293396,0.0002532212238293141,-1.0,0.0,0.0
112,112.0,-0.687583327293396,0.0002532212238293141,2.0,-0.6851492524147034,0.0024340932723134756,-1.0,0.0,0.0
113,113.0,-0.6851492524147034,0.0024340932723134756,2.0,-0.6805503964424133,0.0045988429337739944,-1.0,0.0,0.0
114,114.0,-0.6805503964424133,0.0045988429337739944,0.0,-0.6758174300193787,0.004732964094728231,-1.0,0.0,0.0
115,115.0,-0.6758174300193787,0.004732964094728231,2.0,-0.6689820885658264,0.006835336796939373,-1.0,0.0,0.0
116,116.0,-0.6689820885658264,0.006835336796939373,0.0,-0.6620906591415405,0.006891469471156597,-1.0,0.0,0.0
117,117.0,-0.6620906591415405,0.006891469471156597,1.0,-0.6541901230812073,0.007900532335042953,-1.0,0.0,0.0
118,118.0,-0.6541901230812073,0.007900532335042953,1.0,-0.6453350186347961,0.008855103515088558,-1.0,0.0,0.0
119,119.0,-0.6453350186347961,0.008855103515088558,1.0,-0.6355870366096497,0.009747964330017567,-1.0,0.0,0.0
120,120.0,-0.6355870366096497,0.009747964330017567,1.0,-0.6250148415565491,0.010572164319455624,-1.0,0.0,0.0
121,121.0,-0.6250148415565491,0.010572164319455624,0.0,-0.6146937608718872,0.010321104899048805,-1.0,0.0,0.0
122,122.0,-0.6146937608718872,0.010321104899048805,1.0,-0.6036978960037231,0.010995844379067421,-1.0,0.0,0.0
123,123.0,-0.6036978960037231,0.010995844379067421,0.0,-0.5931071043014526,0.010590823367238045,-1.0,0.0,0.0
124,124.0,-0.5931071043014526,0.010590823367238045,1.0,-0.5819987058639526,0.011108365841209888,-1.0,0.0,0.0
125,125.0,-0.5819987058639526,0.011108365841209888,2.0,-0.5694546103477478,0.012544128112494946,-1.0,0.0,0.0
126,126.0,-0.5694546103477478,0.012544128112494946,1.0,-0.5565676689147949,0.012886963784694672,-1.0,0.0,0.0
127,127.0,-0.5565676689147949,0.012886963784694672,1.0,-0.5434337854385376,0.013133826665580273,-1.0,0.0,0.0
128,128.0,-0.5434337854385376,0.013133826665580273,0.0,-0.531151294708252,0.01228250190615654,-1.0,0.0,0.0
129,129.0,-0.531151294708252,0.01228250190615654,1.0,-0.5188121795654297,0.012339141219854355,-1.0,0.0,0.0
130,130.0,-0.5188121795654297,0.012339141219854355,1.0,-0.5065089464187622,0.012303242459893227,-1.0,0.0,0.0
131,131.0,-0.5065089464187622,0.012303242459893227,0.0,-0.49533379077911377,0.011175124906003475,-1.0,0.0,0.0
132,132.0,-0.49533379077911377,0.011175124906003475,1.0,-0.4843704104423523,0.01096339151263237,-1.0,0.0,0.0
133,133.0,-0.4843704104423523,0.01096339151263237,1.0,-0.47370055317878723,0.010669857263565063,-1.0,0.0,0.0
134,134.0,-0.47370055317878723,0.010669857263565063,1.0,-0.46340352296829224,0.01029701717197895,-1.0,0.0,0.0
135,135.0,-0.46340352296829224,0.01029701717197895,0.0,-0.45455554127693176,0.008848002180457115,-1.0,0.0,0.0
136,136.0,-0.45455554127693176,0.008848002180457115,2.0,-0.4452216625213623,0.00933387316763401,-1.0,0.0,0.0
137,137.0,-0.4452216625213623,0.00933387316763401,0.0,-0.4374702274799347,0.007751446217298508,-1.0,0.0,0.0
138,138.0,-0.4374702274799347,0.007751446217298508,0.0,-0.43135756254196167,0.006112645845860243,-1.0,0.0,0.0
139,139.0,-0.43135756254196167,0.006112645845860243,0.0,-0.42692792415618896,0.00442963233217597,-1.0,0.0,0.0
140,140.0,-0.42692792415618896,0.00442963233217597,1.0,-0.4232132136821747,0.0037147216498851776,-1.0,0.0,0.0
141,141.0,-0.4232132136821747,0.0037147216498851776,2.0,-0.4192400574684143,0.0039731590077281,-1.0,0.0,0.0
142,142.0,-0.4192400574684143,0.0039731590077281,1.0,-0.4160368740558624,0.0032031922601163387,-1.0,0.0,0.0
143,143.0,-0.4160368740558624,0.0032031922601163387,2.0,-0.4126264452934265,0.003410405246540904,-1.0,0.0,0.0
144,144.0,-0.4126264452934265,0.003410405246540904,1.0,-0.41003304719924927,0.002593402285128832,-1.0,0.0,0.0
145,145.0,-0.41003304719924927,0.002593402285128832,1.0,-0.4082750082015991,0.0017580415587872267,-1.0,0.0,0.0
146,146.0,-0.4082750082015991,0.0017580415587872267,0.0,-0.40836474299430847,-8.973482181318104e-05,-1.0,0.0,0.0
147,147.0,-0.40836474299430847,-8.973482181318104e-05,2.0,-0.40830162167549133,6.312190816970542e-05,-1.0,0.0,0.0
148,148.0,-0.40830162167549133,6.312190816970542e-05,2.0,-0.4080860912799835,0.00021553324768319726,-1.0,0.0,0.0
149,149.0,-0.4080860912799835,0.00021553324768319726,0.0,-0.40971967577934265,-0.0016335760010406375,-1.0,0.0,0.0
150,150.0,-0.40971967577934265,-0.0016335760010406375,2.0,-0.41119080781936646,-0.0014711515977978706,-1.0,0.0,0.0
151,151.0,-0.41119080781936646,-0.0014711515977978706,1.0,-0.41348913311958313,-0.0022983229719102383,-1.0,0.0,0.0
152,152.0,-0.41348913311958313,-0.0022983229719102383,1.0,-0.4165983498096466,-0.0031092085409909487,-1.0,0.0,0.0
153,153.0,-0.4165983498096466,-0.0031092085409909487,1.0,-0.4204963445663452,-0.0038980005774646997,-1.0,0.0,0.0
154,154.0,-0.4204963445663452,-0.0038980005774646997,0.0,-0.42615535855293274,-0.005658997688442469,-1.0,0.0,0.0
155,155.0,-0.42615535855293274,-0.005658997688442469,1.0,-0.4325348138809204,-0.006379458587616682,-1.0,0.0,0.0
156,156.0,-0.4325348138809204,-0.006379458587616682,1.0,-0.4395887851715088,-0.00705397455021739,-1.0,0.0,0.0
157,157.0,-0.4395887851715088,-0.00705397455021739,2.0,-0.44626617431640625,-0.006677400320768356,-1.0,0.0,0.0
158,158.0,-0.44626617431640625,-0.006677400320768356,1.0,-0.4535183906555176,-0.007252206094563007,-1.0,0.0,0.0
159,159.0,-0.4535183906555176,-0.007252206094563007,1.0,-0.4612923264503479,-0.007773945573717356,-1.0,0.0,0.0
160,160.0,-0.4612923264503479,-0.007773945573717356,2.0,-0.4685308635234833,-0.0072385272942483425,-1.0,0.0,0.0
161,161.0,-0.4685308635234833,-0.0072385272942483425,0.0,-0.47718051075935364,-0.008649660274386406,-1.0,0.0,0.0
162,162.0,-0.47718051075935364,-0.008649660274386406,0.0,-0.48717719316482544,-0.009996673092246056,-1.0,0.0,0.0
163,163.0,-0.48717719316482544,-0.009996673092246056,1.0,-0.4974464774131775,-0.010269291698932648,-1.0,0.0,0.0
164,164.0,-0.4974464774131775,-0.010269291698932648,0.0,-0.5089117288589478,-0.011465232819318771,-1.0,0.0,0.0
165,165.0,-0.5089117288589478,-0.011465232819318771,1.0,-0.5204870700836182,-0.011575350537896156,-1.0,0.0,0.0
166,166.0,-0.5204870700836182,-0.011575350537896156,1.0,-0.5320857763290405,-0.011598687618970871,-1.0,0.0,0.0
167,167.0,-0.5320857763290405,-0.011598687618970871,1.0,-0.5436208248138428,-0.011535041965544224,-1.0,0.0,0.0
168,168.0,-0.5436208248138428,-0.011535041965544224,0.0,-0.5560057759284973,-0.01238496694713831,-1.0,0.0,0.0
169,169.0,-0.5560057759284973,-0.01238496694713831,2.0,-0.5671480894088745,-0.011142297647893429,-1.0,0.0,0.0
170,170.0,-0.5671480894088745,-0.011142297647893429,0.0,-0.5789646506309509,-0.011816605925559998,-1.0,0.0,0.0
171,171.0,-0.5789646506309509,-0.011816605925559998,1.0,-0.5903679132461548,-0.01140326913446188,-1.0,0.0,0.0
172,172.0,-0.5903679132461548,-0.01140326913446188,0.0,-0.6022737622261047,-0.011905841529369354,-1.0,0.0,0.0
173,173.0,-0.6022737622261047,-0.011905841529369354,1.0,-0.6135950088500977,-0.011321242898702621,-1.0,0.0,0.0
174,174.0,-0.6135950088500977,-0.011321242898702621,1.0,-0.6242494583129883,-0.010654441080987453,-1.0,0.0,0.0
175,175.0,-0.6242494583129883,-0.010654441080987453,2.0,-0.6331604719161987,-0.008910980075597763,-1.0,0.0,0.0
176,176.0,-0.6331604719161987,-0.008910980075597763,2.0,-0.6402644515037537,-0.00710398331284523,-1.0,0.0,0.0
177,177.0,-0.6402644515037537,-0.00710398331284523,1.0,-0.6465111970901489,-0.006246745586395264,-1.0,0.0,0.0
178,178.0,-0.6465111970901489,-0.006246745586395264,0.0,-0.6528568267822266,-0.006345651112496853,-1.0,0.0,0.0
179,179.0,-0.6528568267822266,-0.006345651112496853,2.0,-0.6572571396827698,-0.004400329198688269,-1.0,0.0,0.0
180,180.0,-0.6572571396827698,-0.004400329198688269,0.0,-0.6616817116737366,-0.004424538463354111,-1.0,0.0,0.0
181,181.0,-0.6616817116737366,-0.004424538463354111,1.0,-0.6650999784469604,-0.0034182826057076454,-1.0,0.0,0.0
182,182.0,-0.6650999784469604,-0.0034182826057076454,2.0,-0.6664885878562927,-0.0013886113883927464,-1.0,0.0,0.0
183,183.0,-0.6664885878562927,-0.0013886113883927464,1.0,-0.6668380498886108,-0.0003494588891044259,-1.0,0.0,0.0
184,184.0,-0.6668380498886108,-0.0003494588891044259,2.0,-0.665145993232727,0.0016920767957344651,-1.0,0.0,0.0
185,185.0,-0.665145993232727,0.0016920767957344651,2.0,-0.661423921585083,0.003722062334418297,-1.0,0.0,0.0
186,186.0,-0.661423921585083,0.003722062334418297,2.0,-0.6556973457336426,0.005726547911763191,-1.0,0.0,0.0
187,187.0,-0.6556973457336426,0.005726547911763191,2.0,-0.6480057835578918,0.007691557519137859,-1.0,0.0,0.0
188,188.0,-0.6480057835578918,0.007691557519137859,2.0,-0.6384027004241943,0.009603098966181278,-1.0,0.0,0.0
189,189.0,-0.6384027004241943,0.009603098966181278,0.0,-0.6289554834365845,0.009447206743061543,-1.0,0.0,0.0
190,190.0,-0.6289554834365845,0.009447206743061543,0.0,-0.6197311878204346,0.009224291890859604,-1.0,0.0,0.0
191,191.0,-0.6197311878204346,0.009224291890859604,1.0,-0.609795868396759,0.009935331530869007,-1.0,0.0,0.0
192,192.0,-0.609795868396759,0.009935331530869007,0.0,-0.6002212166786194,0.009574629366397858,-1.0,0.0,0.0
193,193.0,-0.6002212166786194,0.009574629366397858,0.0,-0.5910769701004028,0.009144250303506851,-1.0,0.0,0.0
194,194.0,-0.5910769701004028,0.009144250303506851,2.0,-0.5804300904273987,0.010646887123584747,-1.0,0.0,0.0
195,195.0,-0.5804300904273987,0.010646887123584747,2.0,-0.5683590173721313,0.01207106001675129,-1.0,0.0,0.0
196,196.0,-0.5683590173721313,0.01207106001675129,1.0,-0.5559532642364502,0.012405754067003727,-1.0,0.0,0.0
197,197.0,-0.5559532642364502,0.012405754067003727,1.0,-0.5433052778244019,0.012648032046854496,-1.0,0.0,0.0
198,198.0,-0.5433052778244019,0.012648032046854496,0.0,-0.531509518623352,0.011795745231211185,-1.0,0.0,0.0
199,199.0,-0.531509518623352,0.011795745231211185,2.0,-0.518654465675354,0.01285506971180439,-1.0,0.0,1.0
200,0.0,-0.42904239892959595,0.0,0.0,-0.4307421147823334,-0.0016997000202536583,-1.0,0.0,0.0
201,1.0,-0.4307421147823334,-0.0016997000202536583,1.0,-0.4331292510032654,-0.0023871525190770626,-1.0,0.0,0.0
202,2.0,-0.4331292510032654,-0.0023871525190770626,0.0,-0.4371866285800934,-0.004057374317198992,-1.0,0.0,0.0
203,3.0,-0.4371866285800934,-0.004057374317198992,1.0,-0.4418848752975464,-0.0046982308849692345,-1.0,0.0,0.0
204,4.0,-0.4418848752975464,-0.0046982308849692345,1.0,-0.4471898376941681,-0.005304965190589428,-1.0,0.0,0.0
205,5.0,-0.4471898376941681,-0.005304965190589428,2.0,-0.45206284523010254,-0.004873026628047228,-1.0,0.0,0.0
206,6.0,-0.45206284523010254,-0.004873026628047228,2.0,-0.45646828413009644,-0.0044054375030100346,-1.0,0.0,0.0
207,7.0,-0.45646828413009644,-0.0044054375030100346,0.0,-0.462373822927475,-0.005905519239604473,-1.0,0.0,0.0
208,8.0,-0.462373822927475,-0.005905519239604473,1.0,-0.468735933303833,-0.0063621290028095245,-1.0,0.0,0.0
209,9.0,-0.468735933303833,-0.0063621290028095245,1.0,-0.4755076766014099,-0.0067717451602220535,-1.0,0.0,0.0
210,10.0,-0.4755076766014099,-0.0067717451602220535,2.0,-0.4816388785839081,-0.006131178233772516,-1.0,0.0,0.0
211,11.0,-0.4816388785839081,-0.006131178233772516,2.0,-0.48708391189575195,-0.005445047281682491,-1.0,0.0,0.0
212,12.0,-0.48708391189575195,-0.005445047281682491,1.0,-0.4928022623062134,-0.005718361120671034,-1.0,0.0,0.0
213,13.0,-0.4928022623062134,-0.005718361120671034,2.0,-0.49775129556655884,-0.004949006251990795,-1.0,0.0,0.0
214,14.0,-0.49775129556655884,-0.004949006251990795,2.0,-0.501893937587738,-0.004142668563872576,-1.0,0.0,0.0
215,15.0,-0.501893937587738,-0.004142668563872576,1.0,-0.506199300289154,-0.00430533941835165,-1.0,0.0,0.0
216,16.0,-0.506199300289154,-0.00430533941835165,1.0,-0.5106350779533386,-0.004435776267200708,-1.0,0.0,0.0
217,17.0,-0.5106350779533386,-0.004435776267200708,2.0,-0.5141680240631104,-0.0035329796373844147,-1.0,0.0,0.0
218,18.0,-0.5141680240631104,-0.0035329796373844147,1.0,-0.5177717208862305,-0.0036037007812410593,-1.0,0.0,0.0
219,19.0,-0.5177717208862305,-0.0036037007812410593,2.0,-0.5204191207885742,-0.002647401299327612,-1.0,0.0,0.0
220,20.0,-0.5204191207885742,-0.002647401299327612,2.0,-0.5220903754234314,-0.0016712481155991554,-1.0,0.0,0.0
221,21.0,-0.5220903754234314,-0.0016712481155991554,0.0,-0.5247729420661926,-0.002682560821995139,-1.0,0.0,0.0
